"time_min","std-0_bc","std-0_aligned","std-25_bc","std-25_aligned","std-50_bc","std-50_aligned","std-100_bc","std-100_aligned","std-150_bc","std-150_aligned","std-200_bc","std-200_aligned","sample-1_bc","sample-1_aligned","sample-2_bc","sample-2_aligned","sample-3_bc","sample-3_aligned","sample-4_bc","sample-4_aligned"
1.175,-912.54,-1175.6,272.84,289.57,15.43,19.21,-11.16,-11.16,-11.38,-25.69,28.3,22.57,59592.34,6470.62,17756.81,6265.27,8556.3,483.57,37868.1,4627.95
1.18333,-891.06,-1126.49,266.47,282.2,3.78,6.99,-23.48,-23.48,-29.11,-42.94,6.88,1.39,55902.49,6298.1,16807.49,7854.39,8498.33,1042.73,35963.28,4678.12
1.19167,-872.43,-1081.63,266.1,272.84,-6.82,-3.87,-34.02,-34.02,-46.12,-57.95,-13.49,-18.24,51564.64,6125.57,15709.55,9100.64,8959.16,1675.9,33943.46,4752.19
1.2,-859.49,-1039.26,279.73,266.47,-10.42,-9.42,-43.89,-43.89,-60.57,-69.65,-30.99,-34.48,46908.8,5953.05,14573.43,9863.31,9621.29,2318.06,31757.65,4826.25
1.20833,-852.11,-999.56,313.37,266.1,-5.06,-6.57,-51.14,-51.14,-71.59,-78.8,-43.76,-46,42187.97,5780.53,13487.32,10163.15,10260.53,2966.22,29336.85,4900.32
1.21667,-849.22,-965.35,378,279.73,13.33,8.12,-51.84,-51.84,-80.27,-82.3,-51.91,-52.08,37586.13,5608,12517.18,10212.06,10564.94,3769.38,26661.07,4974.39
1.225,-850.77,-937.05,473.63,313.37,47.91,38.04,-40.93,-40.93,-82.7,-78.63,-52.52,-50.86,33233.32,5435.48,11695.44,10474.99,10294.89,5659.31,23797.33,5048.45
1.23333,-855.78,-912.69,591.26,378,95.85,82.07,-8.28,-8.28,-77.86,-65.01,-46.57,-42.21,29222.55,5262.96,11024.51,13221.93,9395.97,11588.82,20891.7,5122.52
1.24167,-861.29,-892.2,713.9,473.63,149.26,133.81,53.4,53.4,-62.7,-36.53,-31.02,-24.43,25623.9,5090.43,10494.92,26793.87,7991.11,25840.06,18113.35,5196.59
1.25,-873.39,-874.31,819.53,591.26,200.2,185.36,146.52,146.52,-32.02,14.78,-7.71,1.19,22483.51,4930.28,9559.1,57401.82,6306.58,50255.98,15589.72,5270.65
1.25833,-892.18,-861.41,892.16,713.9,238.7,227.41,260.42,260.42,22.48,97.48,23.55,34.86,19843.8,4777.2,9082.02,98996.77,4579.15,81362.89,13358.91,5344.72
1.26667,-916.87,-853.56,921.8,819.53,259.8,253.58,376.27,376.27,109.24,210.64,63,76.51,17743.76,4624.11,8407.93,139911.71,2988.17,112054.96,11384.74,5425.34
1.275,-947.7,-849.92,907.43,892.16,260.52,260.31,472.19,472.19,225.76,340.96,109.82,124.42,16150.84,4471.03,7486.17,171256.66,1634.58,135648.49,9610.37,5515.79
1.28333,-984.96,-850.32,857.06,921.8,243.85,248.84,531.24,531.24,357.28,466.32,160.11,173.49,14913.99,4317.94,6320.33,188305.6,539.84,148680.2,8023,5606.24
1.29167,-1025.03,-854.09,781.69,907.43,213.8,222.84,542.48,542.48,480.96,561.65,205.91,215.73,13809.71,4164.86,4984.36,190050.55,-330.55,150619.98,6693.79,5696.69
1.3,-1071.3,-859.17,695.33,857.06,178.33,189.07,511.93,511.93,571.89,610.53,239.28,244,12657.03,4011.78,3599.64,178590.5,-1033.48,142977.78,4806.02,5787.14
1.30833,-1123.24,-868.16,606.96,781.69,141.42,152.67,449.58,449.58,615.15,608.52,255.22,254.49,11342.54,3858.69,2306.11,157979.44,-1620.09,128445.59,4308.71,5877.58
1.31667,-1183.38,-883.17,523.59,695.33,108.03,118.27,370.39,370.39,607.78,563.45,252.76,246.51,9870.22,3705.61,1237.37,132768.39,-2117.97,110069.41,4260.64,5968.03
1.325,-1254.33,-903.87,451.22,606.96,79.13,88.05,290.31,290.31,558.77,485.35,231.9,221.85,8248.89,3566.3,493.76,106871.34,-2527.91,90583.23,4655.9,6058.48
1.33333,-1333.8,-930.01,389.86,523.59,54.67,62.27,217.28,217.28,478.11,389.84,198.61,186.54,6596.09,3438.47,146.45,82985.31,-2831.82,72020.05,5389.16,6148.93
1.34167,-1418.57,-961.81,337.49,451.22,36.6,42.25,157.21,157.21,381.75,293.13,158.87,146.28,5027.7,3310.64,1153.24,62529.29,-3000.5,55600.89,6284.61,6239.38
1.35,142.45,-998.24,294.12,389.86,21.85,26.49,110.01,110.01,285.61,207.69,117.66,106.37,3636.02,3182.81,1850.37,45923.33,-143.76,41843.76,7149.93,6328.31
1.35833,166.68,-1038.17,257.76,337.49,9.32,13.28,73.59,73.59,201.6,139.09,80.93,72.49,2473.94,3054.98,3036.41,32966.49,71.41,30782.7,7832.25,6415.72
1.36667,236.57,-1083.59,226.39,294.12,-0.11,2.89,46.83,46.83,134.62,88.56,53.63,47.13,1556.01,2927.16,4575.06,23146.95,483.57,22169.79,8252.05,6503.12
1.375,298.14,-1134.63,200.02,257.76,-6.51,-4.46,24.54,24.54,85.56,54.12,32.72,28.46,870.52,2799.33,6265.27,15869.06,1042.73,15629.24,8417.12,6590.53
1.38333,303.18,-1193.46,175.65,226.39,-9.95,-8.84,7.51,7.51,52.27,31.61,19.11,16.15,383.6,2671.5,7854.39,10566.66,1675.9,10762.47,8402.51,6677.93
1.39167,222.34,-1261.85,155.29,200.02,-12.48,-11.66,-6.41,-6.41,30.53,17.74,9.71,8.03,53.21,2543.67,9100.64,6762.45,2318.06,7201.36,9216.41,6765.34
1.4,46.25,-1337.81,137.92,175.65,-14.12,-13.58,-16.36,-16.36,17.15,8.32,4.42,3.07,-158.83,2428.05,9863.31,4078.87,2966.22,4627.56,9416.14,6852.75
1.40833,-196.22,-1418.57,124.56,155.29,-14.89,-14.64,-23.44,-23.44,7.97,2.11,0.19,-0.84,1023.34,2327.07,10163.15,2225.02,3769.38,2784.77,9933.32,6940.15
1.41667,-413.25,142.45,113.21,137.92,-13.79,-14.16,-26.72,-26.72,1.91,-1.02,-3.02,-3.41,1196.07,2226.1,10212.06,987.46,5659.31,1479.72,11317.2,7027.56
1.425,-489.94,166.68,104.88,124.56,-12.83,-13.15,-26.24,-26.24,-1.11,-3.08,-4.25,-4.33,1773.88,2125.13,10474.99,202.1,11588.82,565.24,17260.3,7114.97
1.43333,-430.4,236.57,100.61,113.21,-11,-11.61,-24,-24,-3.12,-4.13,-4.51,-4.61,4826.4,2024.16,13221.93,-296.47,25840.06,-103.18,34444.05,7191.28
1.44167,-271.24,298.14,97.45,104.88,-10.27,-10.52,-20.98,-20.98,-4.15,-3.22,-4.81,-4.92,18591.65,1923.18,26793.87,1166.91,50255.98,1540.45,64138.05,7260.2
1.45,-214.04,303.18,93.57,100.61,-9.65,-9.86,-17.17,-17.17,-3.21,-3.31,-5.16,-5.29,47708.25,1822.21,57401.82,848.19,81362.89,1090.49,100965.93,7329.12
1.45833,-179.4,222.34,85.29,97.45,-10.14,-9.98,-15.55,-15.55,-3.31,-4.45,-5.56,-5.71,84456.14,1721.24,98996.77,610.8,112054.96,746.83,136444.17,7398.04
1.46667,-117.19,46.25,70.29,93.57,-11.74,-11.19,-17.09,-17.09,-4.44,-5.66,-6.01,-6.18,117737.52,1620.26,139911.71,434.83,135648.49,486.98,162993.55,7466.97
1.475,-11.71,-196.22,50.87,85.29,-15.46,-14.18,-19.82,-19.82,-5.63,-8.94,-6.53,-6.38,140354.1,1528.59,171256.66,305.12,148680.2,293.65,175813.98,7535.89
1.48333,95.47,-413.25,30.17,70.29,-18.33,-17.34,-21.74,-21.74,-8.89,-13.34,-6.1,-6.32,149706.75,1453.19,188305.6,210.11,150619.98,152.28,173817.44,7604.81
1.49167,168.89,-489.94,11.52,50.87,-19.38,-19.01,-23.88,-23.88,-13.24,-18.84,-6.74,-6.98,146559.42,1377.78,190050.55,140.98,142977.78,51.2,159429.91,7673.73
1.5,196.08,-430.4,-1.59,30.17,-20.61,-20.18,-26.26,-26.26,-18.73,-23.58,-7.45,-8.07,133884.11,1302.38,178590.5,93.72,128445.59,-19.69,137147.39,7742.65
1.50833,211.22,-271.24,-10.1,11.52,-21.04,-20.89,-28.89,-28.89,-23.4,-29.46,-9.24,-9.89,115576.81,1226.98,157979.44,59.81,110069.41,-69.14,111714.89,7811.57
1.51667,289.32,-214.04,-17.18,-1.59,-19.67,-20.15,-28.8,-28.8,-29.31,-33.61,-11.13,-12.16,95298.51,1151.57,132768.39,35.11,90583.23,-101.21,86889.44,7861.93
1.525,330.42,-179.4,-19.98,-10.1,-19.49,-19.56,-27.98,-27.98,-33.5,-36.1,-14.12,-14.17,75737.22,1076.17,106871.34,17.24,72020.05,-121.5,64975.09,7904.33
1.53333,368.52,-117.19,-110.88,-17.18,-17.5,-18.21,-27.44,-27.44,-36.01,-37.94,-14.25,-14.34,58426.95,1000.76,82985.31,4.24,55600.89,-133.3,46958.01,7946.74
1.54167,416.62,-11.71,-100.89,-19.98,-16.69,-16.98,-27.17,-27.17,-37.87,-39.07,-14.51,-14.3,43964.73,925.36,62529.29,-5.38,41843.76,-138.89,32900.51,7989.14
1.55,473.72,95.47,-83.85,-110.88,-15.03,-15.63,-26.17,-26.17,-39.09,-38.69,-13.92,-14.46,32351.6,855.91,45923.33,-12.05,30782.7,-140.34,22361.38,8031.55
